Method,Data size,Data function,Noise mean,Noise std. deviation,Relative error min,Relative error max,Relative error mean,Relative error std. deviation,Time elapsed
32nn,10000000,rosenbrock_func,0.0,5.0,1.6937046626308572e-09,0.09246500188287254,0.0028931752725498134,0.004321821046272186,212.14566588401794
32nn,1000000,rosenbrock_func,0.0,5.0,2.984257130300705e-08,0.22841511170717416,0.006753600516784289,0.009730973792586754,19.166501760482788
32nn,1000,sphere_func,0,0,0.0006070778327622595,0.38297786515220456,0.0787749453352467,0.07489144649057651,0.0711374282836914
32nn,10000,sphere_func,0,0,0.00011102986086197753,0.2530682870398544,0.03035343615941164,0.03060730652318953,0.11698484420776367
32nn,100000,sphere_func,0,0,1.115278421254251e-06,0.2410978162087714,0.013089848723824498,0.014131472585902607,0.8762896060943604
32nn,1000000,sphere_func,0,0,6.127938045885628e-08,0.10606897145217398,0.005585285818138601,0.00608764415345149,14.29216480255127
32nn,10000000,sphere_func,0,0,1.0248815671132228e-08,0.053609068553944206,0.002595864892417907,0.0027438628123221845,144.12334728240967
32nn,1000,sphere_func,0.0,5.0,0.0015293947475039983,0.3466799562931122,0.059045949454299064,0.05502712805450054,0.0821390151977539
32nn,10000,sphere_func,0.0,5.0,1.5949291871431015e-05,0.2580697990204282,0.029171120667194565,0.0296411699372151,0.11721348762512207
32nn,1000000,sphere_func,0.0,5.0,2.3905566304271986e-08,0.07782732355219446,0.007199358370717236,0.005979631923374009,12.73571252822876
32nn,100000,sphere_func,0.0,5.0,4.755369768794093e-07,0.12305556567090403,0.012460886380881218,0.012056670639585381,0.8898727893829346
32nn,10000000,sphere_func,0.0,5.0,5.7496085670294406e-09,0.048735207487415444,0.005920691288228376,0.00453481802636275,141.97557520866394
4nn,1000,rastrigin_func,0,0,0.0006700889401931587,0.5262639593678625,0.11079538556690086,0.08282261927322242,0.09271979331970215
4nn,100000,rastrigin_func,0,0,3.377097561430009e-06,0.2906157725166871,0.06985712511691124,0.05094878106322903,1.1008555889129639
4nn,10000000,rastrigin_func,0,0,6.593492973827608e-09,0.12053524118725592,0.018013805602128622,0.01380319411403402,143.30432295799255
4nn,1000000,rastrigin_func,0,0,1.8634887610780027e-07,0.19065106270853185,0.036243625937945854,0.027068825069091577,12.744959831237793
4nn,10000,rastrigin_func,0,0,5.8664654211115774e-05,0.36931138985368145,0.09763805724152284,0.07068511855438263,0.14783024787902832
4nn,1000,rastrigin_func,0.0,5.0,0.0004888088037992011,0.35116228346532913,0.10079661723916492,0.07183010011670028,0.06978487968444824
4nn,10000,rastrigin_func,0.0,5.0,6.779831925285418e-05,0.38365308541645143,0.08279626417174511,0.06037759359811669,0.14584732055664062
4nn,10000000,rastrigin_func,0.0,5.0,9.496069375281024e-09,0.13325207013035278,0.019619005954581496,0.01491319884693654,141.386572599411
4nn,1000000,rastrigin_func,0.0,5.0,4.007709575315488e-08,0.2011169502551906,0.034217353480044836,0.025590488560258702,13.04298996925354
4nn,100000,rastrigin_func,0.0,5.0,2.241724091911479e-06,0.31175738727276997,0.06387809188706282,0.04689015083704242,1.0720362663269043
4nn,10000,rosenbrock_func,0,0,1.7393190148858343e-05,0.2486056525897719,0.026932844540267557,0.02794712149606337,0.17452120780944824
4nn,1000,rosenbrock_func,0,0,0.0002721634466895939,0.2780320460007179,0.06353087495165398,0.05311244227205662,0.0791013240814209
4nn,100000,rosenbrock_func,0,0,1.2420365743514433e-06,0.14526801154589153,0.013586284667783246,0.015484807372055046,1.3192994594573975
4nn,1000000,rosenbrock_func,0,0,2.146047828333053e-08,0.08796356011683386,0.006444411346687896,0.007237786149736991,15.673301458358765
4nn,10000000,rosenbrock_func,0,0,1.317815648271825e-10,0.08262301530983529,0.003610196332860146,0.004002662080405651,180.07261967658997
4nn,1000,rosenbrock_func,0.0,5.0,0.0007859893895021775,0.44806099571591484,0.0660610151315549,0.0678127162614602,0.07533502578735352
4nn,10000,rosenbrock_func,0.0,5.0,2.9764452670055785e-06,0.23005527240590012,0.026844451428101934,0.029571764558683357,0.20163464546203613
4nn,100000,rosenbrock_func,0.0,5.0,6.271379193068406e-07,0.18120212349936074,0.013159568030097043,0.015165247488037565,1.4895403385162354
4nn,1000000,rosenbrock_func,0.0,5.0,2.409632372628312e-08,0.13050480883984691,0.006750559927530901,0.007611192114174109,17.253130197525024
4nn,10000000,rosenbrock_func,0.0,5.0,2.1542728573242798e-09,0.07021628963497695,0.003495875396316398,0.0038783603001314388,148.6331033706665
4nn,10000,sphere_func,0,0,1.3156630817356962e-05,0.1937949829358506,0.02518138617215187,0.02373223717729862,0.12338876724243164
4nn,10000000,sphere_func,0,0,6.133424934606779e-09,0.03730766150447706,0.003546763137893822,0.002937219977918158,99.48362278938293
4nn,1000000,sphere_func,0,0,1.3150183414412098e-07,0.05896261264595193,0.006452500297674373,0.005414545307615411,8.339735507965088
4nn,100000,sphere_func,0,0,4.7838887290430065e-06,0.08544364877616895,0.012659578206398372,0.010855641538842362,0.7825868129730225
4nn,1000,sphere_func,0,0,0.0005805220384519361,0.45993131154049915,0.054276821895258634,0.05926817704835537,0.04867720603942871
4nn,10000,sphere_func,0.0,5.0,6.594864383646648e-06,0.14764702860378112,0.02838799464114381,0.022721029379157966,0.14242219924926758
4nn,1000,sphere_func,0.0,5.0,9.322084426602317e-05,0.2458926239611952,0.055873333401792236,0.04862473872594069,0.053130388259887695
4nn,10000000,sphere_func,0.0,5.0,4.084382426716715e-08,0.09380048010087201,0.015574379947180287,0.011769677046197297,92.11639666557312
4nn,1000000,sphere_func,0.0,5.0,2.668124611249212e-07,0.08903678755155264,0.016679425832567783,0.012635076167896792,8.264363288879395
4nn,100000,sphere_func,0.0,5.0,1.039544260894587e-06,0.1027136498103074,0.01924779266929936,0.014627471289232464,0.8796787261962891
8nn,1000,rastrigin_func,0,0,0.0007541367410579536,0.3151984660150716,0.11024584216616648,0.07769393184962535,0.06716704368591309
8nn,10000,rastrigin_func,0,0,4.6307024493985605e-05,0.3693618436577339,0.08960794649260513,0.06508974388357829,0.188262939453125
8nn,1000000,rastrigin_func,0,0,3.792942219749129e-07,0.19845978398448902,0.03771377598486343,0.027706130427625188,13.767770290374756
8nn,100000,rastrigin_func,0,0,2.226633729079941e-05,0.2998550798917603,0.07585034912116242,0.054810324687155645,1.1468029022216797
8nn,10000000,rastrigin_func,0,0,2.9769183784722486e-09,0.10645787553155664,0.016937426699167712,0.012708870114580443,162.72535181045532
8nn,1000,rastrigin_func,0.0,5.0,0.0005584332166177486,0.3220427302341852,0.10264313279296963,0.07593971553212128,0.0555875301361084
8nn,10000,rastrigin_func,0.0,5.0,1.678801371196581e-06,0.32857947094081313,0.08985453109452832,0.06749707144347737,0.14548015594482422
8nn,100000,rastrigin_func,0.0,5.0,8.650609568228163e-06,0.28247140115613817,0.06697651727735839,0.04879068322145703,2.1330339908599854
