Method,Data size,Data function,Noise mean,Noise std. deviation,Relative error min,Relative error max,Relative error mean,Relative error std. deviation,Time elapsed
32nn,10000,sphere_func,0,0,2.9914920951741038e-05,2.5820133797109874,0.09713192995137906,0.13423407956806807,0.16543126106262207
32nn,1000,sphere_func,0,0,0.0006509576013715505,2.3508125574916154,0.22805617430057695,0.2950086978780417,0.05041050910949707
32nn,1000000,sphere_func,0,0,1.3949937414400384e-07,0.8490706745226049,0.017062179789242377,0.017398533808114378,13.474810361862183
32nn,100000,sphere_func,0,0,1.0576379999309683e-06,9.60773472099122,0.040381622457814285,0.11444098742173284,0.9321341514587402
32nn,10000000,sphere_func,0,0,7.81736192058506e-09,1.199281509528563,0.008170634530126548,0.00813980048221201,153.49963784217834
32nn,1000,sphere_func,0.0,5.0,0.0015229959853721785,2.993310147419209,0.2176604117048782,0.2770077351116731,0.09914684295654297
32nn,10000,sphere_func,0.0,5.0,6.66747955982659e-06,1.6971174089655157,0.09854153946637834,0.09825750616075422,0.14000391960144043
32nn,100000,sphere_func,0.0,5.0,3.1395393071170605e-06,2.1067851987479242,0.049283852078127514,0.0633116946960486,1.1849966049194336
32nn,1000000,sphere_func,0.0,5.0,7.875633364813925e-08,6.5374996666322875,0.03436842416641089,0.05611062895648457,12.010443449020386
32nn,10000000,sphere_func,0.0,5.0,7.3483767019777376e-09,64.46276797136555,0.03040724711757365,0.09201200156504054,147.78888297080994
4nn,1000,rastrigin_func,0,0,0.0017536054854069426,0.7380448675282276,0.19222613832412547,0.15748342531717577,0.06586170196533203
4nn,10000,rastrigin_func,0,0,7.359573206735796e-05,2.68965006846357,0.1974157206960288,0.18555089439458558,0.27304911613464355
4nn,1000000,rastrigin_func,0,0,1.1903209173578334e-07,3.4290131351928723,0.08397604186473727,0.08258362878215343,13.07456111907959
4nn,100000,rastrigin_func,0,0,3.183113926625294e-06,3.125325130603095,0.15903997468745582,0.16490906942437383,1.1112160682678223
4nn,10000000,rastrigin_func,0,0,4.016595733149583e-08,1.7560646622219696,0.0428412136568378,0.03990133546688301,146.50433206558228
4nn,1000,rastrigin_func,0.0,5.0,0.0007642636836929723,1.0036170668772046,0.1626690528344436,0.15495414052741951,0.06045413017272949
4nn,100000,rastrigin_func,0.0,5.0,3.1296329096030505e-06,4.546457479582628,0.16227169283470969,0.16770498570050754,1.1518340110778809
4nn,10000,rastrigin_func,0.0,5.0,0.00015564181672396096,2.7166914680818395,0.20284987579404784,0.2149148158612501,0.1399064064025879
4nn,1000000,rastrigin_func,0.0,5.0,2.03691440139599e-06,2.229161954136677,0.0889788905308233,0.08656434661808168,12.66301441192627
4nn,10000000,rastrigin_func,0.0,5.0,1.0197454094253846e-07,3.1348280967832096,0.05205143809504649,0.047936245506781223,127.15202474594116
4nn,1000000,rosenbrock_func,0,0,6.767031785070097e-07,2.257966494246276,0.052001075513533127,0.05044398107296659,17.434941053390503
4nn,10000,rosenbrock_func,0,0,0.00020400880513718342,2.796367366350779,0.21030282457242594,0.23699058984229,0.17462730407714844
4nn,100000,rosenbrock_func,0,0,1.2204156161139116e-05,2.3629716343811005,0.09932436915855013,0.10262243185062545,1.221672534942627
4nn,1000,rosenbrock_func,0,0,0.0037094501665696743,4.602195621605013,0.4672155464420552,0.6599235407964057,0.07630681991577148
4nn,10000000,rosenbrock_func,0,0,2.5768704810200598e-09,2.9077051457604113,0.02832936010948329,0.02643258672066471,143.8882701396942
4nn,1000000,rosenbrock_func,0.0,5.0,3.336162647523815e-08,8.88670899735074,0.051961434123842506,0.05641366978528102,17.743937015533447
4nn,10000000,rosenbrock_func,0.0,5.0,1.2593085571682838e-08,10.291934527168825,0.02842278141493087,0.029304429215696058,164.65606951713562
4nn,1000,rosenbrock_func,0.0,5.0,0.0010045680978243861,6.605011560805375,0.48473063325055843,0.7370052005318591,0.06035780906677246
4nn,10000,rosenbrock_func,0.0,5.0,0.00020704269891843886,7.769267682984648,0.20377179618914515,0.3063016763027656,0.17683029174804688
4nn,100000,rosenbrock_func,0.0,5.0,1.2549866692204022e-05,29.105712085687838,0.10243554683506731,0.26948370434601626,1.6475908756256104
4nn,100000,sphere_func,0,0,2.8614020018761486e-06,1.2989677138201292,0.03965592043503995,0.036013928664687396,0.7105815410614014
4nn,10000,sphere_func,0,0,6.223620652761979e-05,1.030923293783468,0.07681354004536158,0.07549969643468504,0.16910147666931152
4nn,1000,sphere_func,0,0,0.0021098837080615507,1.4348519223330274,0.16182451113191706,0.180228033453341,0.048894405364990234
4nn,1000000,sphere_func,0,0,7.402337264467937e-08,1.354330815790973,0.021409639845644122,0.019422973192721456,7.4404237270355225
4nn,10000000,sphere_func,0,0,6.92487503709797e-10,1.9346106660879099,0.011837637846756451,0.010747357922462526,105.00975704193115
4nn,1000000,sphere_func,0.0,5.0,2.903528208827026e-07,12.385660305614406,0.08460530296038325,0.15994020083447769,8.149067640304565
4nn,1000,sphere_func,0.0,5.0,0.002767493006364669,1.545453590757799,0.17702034163042388,0.1813653522411101,0.05483675003051758
4nn,100000,sphere_func,0.0,5.0,1.7104559112916972e-06,4.463030242697408,0.08896993665768416,0.13402471308521832,0.7260854244232178
4nn,10000,sphere_func,0.0,5.0,0.0003263892113478532,1.8605242537432223,0.1063278605975688,0.12544007488985012,0.11008977890014648
4nn,10000000,sphere_func,0.0,5.0,2.952135850470795e-07,72.79950377102526,0.08264503633463625,0.19786730915900358,107.38114285469055
8nn,1000,rastrigin_func,0,0,0.0006829871961922719,0.8090087369809125,0.186092506280605,0.14894532526033016,0.07937479019165039
8nn,10000,rastrigin_func,0,0,0.000133212963491728,2.506021879067693,0.1964273053051875,0.20607640029873547,0.1676177978515625
8nn,10000000,rastrigin_func,0,0,5.3224990305306096e-08,2.1936375320651136,0.040893714358682325,0.0396771400400374,138.09029364585876
8nn,100000,rastrigin_func,0,0,1.957024639145933e-06,3.255920245848709,0.16790354622231152,0.17946229494870797,1.2662498950958252
8nn,1000000,rastrigin_func,0,0,1.7404617975701592e-06,6.347083466710642,0.08901759060921313,0.09166598521242085,13.100594282150269
8nn,1000,rastrigin_func,0.0,5.0,0.00043230463065690994,0.8807648607493792,0.15896810672916645,0.13844502745872525,0.06234860420227051
8nn,1000000,rastrigin_func,0.0,5.0,1.310599001823195e-07,5.113932002625334,0.0917001146306178,0.09652185186066944,12.294874906539917
8nn,10000000,rastrigin_func,0.0,5.0,5.5390492816809845e-08,1.8039373027513181,0.045903787199086596,0.04376104232484733,146.5472972393036
8nn,100000,rastrigin_func,0.0,5.0,5.277621835580258e-06,4.466957152960392,0.16849682374106803,0.1766106384412878,1.3183925151824951
8nn,10000,rastrigin_func,0.0,5.0,0.0003082233599242774,2.108315537205604,0.18889357299901602,0.19350577838040012,0.21775317192077637
